Title,Locations,Price,Square feet area,Status,Bathrooms
2 BHK Apartment in RR Meadows,Thanisandra, 14500 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kadugodi, 10500 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Madavara, 9500 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kadugodi, 7500 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kadugodi Industrial Area, 7500 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Whitefield, 11000 ,475 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Langford Gardens, 20000 ,400 ,Furnished,1 bathrooms
3 BHK Apartment in JS Sunflower,Yelahanka, 19500 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Canopy Garden View,Kodihalli on Old Airport Road, 35000 ,1175 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Marathahalli, 7500 ,290 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banashankari, 14500 ,800 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Kacharakanahalli Hennur Main Road, 6000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Rayasandra, 5000 ,500 ,Unfurnished,1 bathrooms
1 BHK Apartment,J. P. Nagar, 12000 ,800 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Domlur Layout, 9000 ,2000 ,Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 10000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Munnekollal, 14000 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Munnekollal, 14000 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sanjay Nagar, 12000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Konanakunte, 8000 ,690 ,Furnished,1 bathrooms
3 BHK Apartment,Kvalasanahalli, 18000 ,1550 ,Semi-Furnished,3 bathrooms
4 BHK Villa in Confident Rigel,Sarjapur, 40000 ,2400 ,Semi-Furnished,3 bathrooms
1 BHK Independent House,Subramanyapura, 12000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Apartment in Mahaveer Orchids,Hosa Road, 10000 ,470 ,Semi-Furnished,1 bathrooms
1 BHK Independent House in Arvind Arvinds Arkavathi K R Puram,Krishnarajapura, 9000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Rajajinagar, 25000 ,850 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Jalahalli West, 16000 ,1200 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Kartik Nagar, 13000 ,750 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 15000 ,750 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Vajram Elina,Kannur on Thanisandra Main Road, 26000 ,1700 ,Semi-Furnished,3 bathrooms
1 BHK Independent House,Kodathi, 5400 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Whitefield, 8500 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kadugodi Industrial Area, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Hulimavu, 6000 ,150 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,BTM Layout 2nd Stage, 10000 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Kannahalli, 10000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Seegehalli Magadi Road, 5000 ,600 ,Semi-Furnished,[]
1 BHK Apartment in Ittina Sarva 1,Bommanahalli, 13000 ,700 ,Furnished,1 bathrooms
1 BHK Apartment in Ittina Sarva 1,Bommanahalli, 13000 ,700 ,Furnished,1 bathrooms
1 BHK Independent House,Arakere, 9000 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,J. P. Nagar, 12000 ,150 ,Furnished,1 bathrooms
1 BHK Apartment,Bilekahalli, 7500 ,400 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in RR Meadows,Thanisandra, 14500 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kadugodi, 10500 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Madavara, 9500 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,BTM Layout, 15000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Battarahalli, 9900 ,1650 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Kannahalli, 10000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Seegehalli Magadi Road, 5000 ,600 ,Semi-Furnished,[]
1 BHK Apartment in Ittina Sarva 1,Bommanahalli, 13000 ,700 ,Furnished,1 bathrooms
1 BHK Apartment in Ittina Sarva 1,Bommanahalli, 13000 ,700 ,Furnished,1 bathrooms
1 RK Studio Apartment,J. P. Nagar, 12000 ,150 ,Furnished,1 bathrooms
2 BHK Apartment,Mavalli, 27000 ,1100 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in DS Max DSMAX SEAGULL,Krishnarajapura, 14000 ,1265 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Rayasandra, 13000 ,900 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Horamavu, 8000 ,720 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Bettadasapura, 7000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Bommenahalli, 6500 ,950 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kartik Nagar, 11000 ,500 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kodathi, 6300 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Paramount Pilatus,Bilekahalli, 44000 ,1785 ,Furnished,3 bathrooms
1 RK Studio Apartment,Kambipura, 7000 ,1500 ,Unfurnished,1 bathrooms
2 BHK Independent House,Kambipura, 10000 ,1500 ,Unfurnished,2 bathrooms
2 BHK Independent House,J. P. Nagar, 14000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Battarahalli, 19000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,BTM Layout, 13000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,BTM Layout, 13000 ,600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Sanjay Nagar, 25000 ,1050 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Kithaganur Colony, 7500 ,500 ,Unfurnished,1 bathrooms
2 BHK Apartment in Reputed Builder Shinde Jierra,Hebbal, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Reputed Builder Shinde Jierra,Hebbal, 20000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,KPC Layout, 12500 ,1054 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Sivanchetti Gardens, 18000 ,1000 ,Furnished,2 bathrooms
1 BHK Independent Floor,Vibhutipura, 9000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Vibhutipura, 9000 ,550 ,Furnished,1 bathrooms
1 BHK Independent Floor,Vibhutipura, 9000 ,550 ,Furnished,1 bathrooms
3 BHK Apartment in Kolte Patil Raaga,Kannur on Thanisandra Main Road, 17000 ,1260 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,judicial layout, 14000 ,750 ,Semi-Furnished,[]
2 BHK Independent House,hebbal kempapura, 20000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Seegehalli Magadi Road, 15000 ,850 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,judicial layout, 14000 ,750 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,judicial layout, 12000 ,650 ,Semi-Furnished,[]
2 BHK Independent House,hebbal kempapura, 20000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Origin Harmony Grooves,Krishnarajapura, 15000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Munnekollal, 10000 ,800 ,Semi-Furnished,[]
1 BHK Apartment,Whitefield, 9500 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Attiguppe, 22000 ,1600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Ramamurthy Nagar, 12000 ,1200 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Ejipura, 50000 ,1600 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,hebbal kempapura, 35000 ,1840 ,Semi-Furnished,4 bathrooms
1 BHK Independent Floor,Munnekollal, 14000 ,450 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,Ramohalli, 45000 ,3400 ,Semi-Furnished,4 bathrooms
2 BHK Independent House,byatarayanapura, 19000 ,2400 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,byatarayanapura, 18000 ,700 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Hampapura, 11500 ,800 ,Semi-Furnished,[]
3 BHK Apartment,Malleswaram, 60000 ,2100 ,Furnished,2 bathrooms
1 RK Studio Apartment,Arakere, 7200 ,300 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Kaval Byrasandra, 8000 ,1200 ,Furnished,1 bathrooms
1 RK Studio Apartment,BTM Layout, 6500 ,300 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Langford Gardens, 20000 ,400 ,Furnished,1 bathrooms
3 BHK Apartment in JS Sunflower,Yelahanka, 19500 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Canopy Garden View,Kodihalli on Old Airport Road, 35000 ,1175 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Marathahalli, 7500 ,290 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Banashankari, 14500 ,800 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Kacharakanahalli Hennur Main Road, 6000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Electronic City Phase II, 10000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Devara Jeevanahalli, 12000 ,1100 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Brookefield, 8000 ,480 ,Furnished,1 bathrooms
3 BHK Apartment in KCN Amulya Chandra,Yelahanka, 23000 ,1530 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Hosakerehalli, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Cox Town, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Cox Town, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Cox Town, 15000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,RR Nagar, 10000 ,700 ,Unfurnished,2 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
3 BHK Apartment in Shanders Dwellington,Electronic City Phase 2, 16000 ,1350 ,Unfurnished,3 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,bidrahalli, 9000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
1 BHK Independent House,New Thippasandra, 20000 ,1444 ,Furnished,1 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Mantri Astra,Hennur, 27000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Ramamurthy Nagar, 9500 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Kartik Nagar, 17000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Neelasandra, 20000 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Murugeshpalya, 15000 ,850 ,Semi-Furnished,1 bathrooms
3 BHK Independent House,KPC Layout, 25000 ,1750 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Yelahanka New Town, 14000 ,1200 ,Furnished,2 bathrooms
3 BHK Apartment in Pashmina Pashmina Waterfront,Krishnarajapura, 49000 ,2100 ,Furnished,4 bathrooms
2 BHK Apartment,Whitefield, 22000 ,1200 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Maruthi Sevanagar, 7500 ,300 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Bommanahalli, 9500 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Sampangiram Nagar, 16000 ,800 ,Semi-Furnished,1 bathrooms
3 BHK Independent Floor,Indira Nagar, 30000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,RR Nagar, 12000 ,1000 ,Furnished,2 bathrooms
2 BHK Apartment in Manar Cantab,Banashankari Stage III, 39000 ,850 ,Semi-Furnished,1 bathrooms
4 BHK Apartment,RMV Extension Stage 2, 80000 ,2300 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Mahaadeva My Fortune,Electronic City Phase 1, 20000 ,1105 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Bennigana Halli, 20000 ,1100 ,Semi-Furnished,2 bathrooms
4 BHK Apartment in Suraj Trinity Sunrise,Sarjapur, 21000 ,1650 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,hongasandra bangalore, 8000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,KPC Layout, 15000 ,2400 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Tata New Haven,Nelamangala, 12000 ,840 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Chikbanavara, 12500 ,1000 ,Furnished,2 bathrooms
2 BHK Apartment in Ansal Krsna II,Adugodi, 40000 ,1454 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 18000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Ganganagar, 16000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Villa,Sampigehalli, 12000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Munnekollal, 13000 ,500 ,Semi-Furnished,[]
3 BHK Apartment,GB Palya, 55000 ,1691 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,judicial layout, 14000 ,750 ,Semi-Furnished,[]
2 BHK Independent House,hebbal kempapura, 20000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Seegehalli Magadi Road, 15000 ,850 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,judicial layout, 14000 ,750 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,judicial layout, 12000 ,650 ,Semi-Furnished,[]
2 BHK Independent House,hebbal kempapura, 20000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Origin Harmony Grooves,Krishnarajapura, 15000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Munnekollal, 10000 ,800 ,Semi-Furnished,[]
3 BHK Apartment in Modern 77 East Phase I,Sarjapur, 25000 ,1495 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Whitefield, 23000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Whitefield, 10000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Mangammanapalya, 8800 ,600 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Krishnarajapura, 8000 ,750 ,Semi-Furnished,1 bathrooms
3 BHK Independent House,Gottigere, 13000 ,1782 ,Semi-Furnished,4 bathrooms
2 BHK Independent Floor,RT Nager, 22000 ,850 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Thanisandra, 16500 ,1000 ,Unfurnished,2 bathrooms
3 BHK Independent House,Ejipura, 50000 ,2100 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Paramount Pilatus,Bilekahalli, 44000 ,1785 ,Furnished,3 bathrooms
1 RK Studio Apartment,Kambipura, 7000 ,1500 ,Unfurnished,1 bathrooms
2 BHK Independent House,Kambipura, 10000 ,1500 ,Unfurnished,2 bathrooms
1 BHK Independent House,Kaggadasapura, 11000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Electronics City, 6500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Laggere, 14500 ,1050 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Attibele, 6500 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Durga SLV Apartments,Hulimavu, 30000 ,1440 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Sir M V Nagar, 11000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Sadduguntepalya, 10000 ,300 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Yelahanka, 10000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Yelahanka, 10000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Chansandra, 6500 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,KPC Layout, 12000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,KPC Layout, 15000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Whitefield, 13000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kaggadasapura, 18000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Horamavu, 8500 ,850 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Kengeri Satellite Town, 24000 ,1400 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Kengeri Satellite Town, 22000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Vibhutipura, 13000 ,480 ,Semi-Furnished,1 bathrooms
1 BHK Apartment in Ittina Sarva 1,Bommanahalli, 13000 ,675 ,Furnished,1 bathrooms
2 BHK Apartment,Kadugodi Industrial Area, 10500 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kalyan Nagar, 23000 ,1600 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,J. P. Nagar, 6000 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Brookefield, 13000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Swaraj Homes Divine Nest,Kodihalli on Old Airport Road, 17000 ,1050 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Kaggadasapura, 36000 ,1545 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Kudlu Gate, 60000 ,1691 ,Unfurnished,3 bathrooms
1 BHK Independent Floor,Jayanagar, 9500 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Whitefield, 7500 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor in Akshara Aspire,Whitefield Hope Farm Junction, 9000 ,1250 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Bommanahalli, 7000 ,450 ,Semi-Furnished,[]
2 BHK Apartment,Mathikere, 20000 ,801 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Ramamurthy Nagar, 15000 ,1000 ,Unfurnished,2 bathrooms
3 BHK Apartment in BM Magnolia Park,Whitefield Hope Farm Junction, 25000 ,1640 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Brigade Brigade Panorama Ph - 1,Kambipura, 33500 ,1710 ,Furnished,4 bathrooms
1 BHK Independent Floor,Kumaraswamy Layout, 50000 ,1200 ,Unfurnished,1 bathrooms
2 BHK Independent House,Koramangala, 15000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Bilekahalli, 11000 ,380 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Banaswadi, 6000 ,200 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Canopy Garden View,Kodihalli on Old Airport Road, 31000 ,1175 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Sipani Royal Heritage,Chandapura, 16000 ,875 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Maya Indradhanush,Talaghattapura, 30000 ,1622 ,Furnished,2 bathrooms
1 BHK Independent Floor,Ragavendra Nagar, 8500 ,650 ,Semi-Furnished,[]
1 BHK Independent Floor,Attibele, 6500 ,650 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,BTM Layout, 12000 ,400 ,Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 20000 ,500 ,Furnished,1 bathrooms
1 BHK Independent Floor,Arakere, 8500 ,510 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Isha Misty Green,Whitefield Hope Farm Junction, 18000 ,1265 ,Furnished,2 bathrooms
1 BHK Independent Floor in Aakruthi Prospera,Hebbal, 11000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in RBI Layout RWA,7th Phase JP Nagar, 14000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Rajajinagar, 10499 ,900 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Kalyan Nagar, 23000 ,1600 ,Semi-Furnished,3 bathrooms
2 BHK Independent House in Bluejay Atmosphere Sunshine Hills,Jalahalli, 20000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Sunkadakatte, 15000 ,2800 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,BTM Layout 2nd Stage, 15000 ,1150 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Bilekahalli, 7800 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kudlu, 9000 ,450 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Electronics City, 6000 ,200 ,Furnished,1 bathrooms
1 RK Studio Apartment in Covai Urbana Irene,Devanahalli, 9000 ,550 ,Furnished,1 bathrooms
2 BHK Independent House,Mahadevapura, 15000 ,800 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,RT Nager, 16000 ,700 ,Furnished,1 bathrooms
2 BHK Independent House,Battarahalli, 16000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Whitefield, 36000 ,1520 ,Furnished,3 bathrooms
2 BHK Apartment in CARP Sai Sumukha Sameeksha,Thanisandra, 21000 ,1160 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Munnekollal, 8500 ,600 ,Unfurnished,1 bathrooms
2 BHK Independent Floor,Margondanahalli, 9500 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Indira Nagar, 30000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,RR Nagar, 12000 ,1000 ,Furnished,2 bathrooms
2 BHK Apartment in Manar Cantab,Banashankari Stage III, 39000 ,850 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Chikbanavara, 12500 ,1000 ,Furnished,2 bathrooms
2 BHK Apartment in Ansal Krsna II,Adugodi, 40000 ,1454 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Kartik Nagar, 18000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Ganganagar, 16000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Villa,Sampigehalli, 12000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Munnekollal, 13000 ,500 ,Semi-Furnished,[]
3 BHK Apartment,GB Palya, 55000 ,1691 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,Deepanjali Nagar, 25000 ,1200 ,Unfurnished,1 bathrooms
2 BHK Apartment,Kartik Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Mavalli, 27000 ,1100 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in DS Max Sparkle Nest,Narayanapura on Hennur Main Road, 23000 ,1547 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Bommenahalli, 16000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,BTM Layout, 8500 ,800 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Skyline Bagmane Champagne Hills,Gottigere, 23000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in DS Max Starline,Electronic City Phase 2, 30000 ,1500 ,Furnished,2 bathrooms
2 BHK Apartment in Mantri Paradise,Bilekahalli, 39000 ,1560 ,Furnished,2 bathrooms
2 BHK Independent House,Ragavendra Nagar, 17000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Sampigehalli, 30000 ,1860 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Hulimavu, 20000 ,900 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Rayasandra, 12000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Reputed Builder Pearl Palace,Malleswaram, 60000 ,1775 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,Murugeshpalya, 11000 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Frazer Town, 20000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kadugodi, 11000 ,600 ,Semi-Furnished,1 bathrooms
3 BHK Independent House,Kithaganur Colony, 18000 ,1550 ,Semi-Furnished,3 bathrooms
