Title,Locations,Price,Square feet area,Status,Bathrooms
4 BHK Apartment,Indira Nagar, 2.25 L,3800 ,Semi-Furnished,4 bathrooms
2 BHK Independent Floor,Bangalore City Municipal Corporation Layout, 11000 ,800 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Indira Nagar, 1.7 L,2800 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Bangalore City Municipal Corporation Layout, 22900 ,1500 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Whitefield, 9500 ,550 ,Furnished,1 bathrooms
1 BHK Independent Floor,Dasarahalli Road, 11000 ,800 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 50000 ,1958 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Hennur, 40000 ,1550 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Provident Harmony,Jakkur, 24000 ,1288 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mantri Serenity,Subramanyapura, 55000 ,2815 ,Semi-Furnished,3 bathrooms
1 BHK Apartment in Prestige Norwood at Sunrise Park,Electronic City Phase 1, 22002 ,600 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Koramangala, 8000 ,350 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Electronic City Phase II, 8000 ,550 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40000 ,2000 ,Semi-Furnished,3 bathrooms
4 BHK Apartment in Sattva Sattva Luxuria,Malleswaram, 1 L,2436 ,Furnished,3 bathrooms
3 BHK Apartment in Phoenix One Bangalore West,Rajajinagar, 1.6 L,2400 ,Furnished,3 bathrooms
4 BHK Apartment in Phoenix One Bangalore West,Rajajinagar, 1.8 L,3516 ,Furnished,3 bathrooms
1 BHK Apartment,Murugeshpalya, 12000 ,442 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Whitefield, 8000 ,750 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Whitefield, 18000 ,1250 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,CV Raman Nagar, 6000 ,150 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kaggadasapura, 10000 ,450 ,Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 20000 ,600 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Koramangala, 1.5 L,2000 ,Furnished,3 bathrooms
2 BHK Apartment,BTM Layout, 19200 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,BTM Layout, 8400 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 10000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 12240 ,680 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 10000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,BTM Layout, 6750 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 8000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,BTM Layout, 8500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 17000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 14000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 12000 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 11000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 11000 ,650 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Parappana Agrahara, 12000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Bilekahalli, 8450 ,666 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Gnana bharathi, 18000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Jayanagar, 24000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Kaggadasapura, 12000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 48000 ,1640 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 70000 ,2360 ,Semi-Furnished,4 bathrooms
4 BHK Apartment in Brigade Gateway,Rajajinagar, 65000 ,2360 ,Semi-Furnished,4 bathrooms
3 BHK Apartment,Indira Nagar, 1.8 L,2800 ,Furnished,3 bathrooms
1 BHK Independent Floor,J. P. Nagar, 9000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kumaraswamy Layout, 8500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Konanakunte, 10000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Banashankari 6th Stage 6th Block, 14000 ,1200 ,Semi-Furnished,2 bathrooms
4 BHK Independent House,Jayanagar, 58000 ,1200 ,Semi-Furnished,4 bathrooms
5 BHK Villa,J. P. Nagar, 72000 ,4000 ,Semi-Furnished,5 bathrooms
3 BHK Apartment,Vijayanagar, 28000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 14500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 14000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Vijayanagar, 20000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 15000 ,550 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Sadduguntepalya, 10000 ,300 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,CV Raman Nagar, 31000 ,1000 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 RK Studio Apartment,Halanayakanahalli, 12000 ,200 ,Furnished,1 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 RK Studio Apartment,Hulimavu, 16000 ,250 ,Furnished,1 bathrooms
1 BHK Apartment,Halanayakanahalli, 18800 ,500 ,Furnished,1 bathrooms
1 BHK Apartment,Halanayakanahalli, 18800 ,500 ,Furnished,1 bathrooms
3 BHK Apartment,Balagere, 23000 ,1400 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Vimanapura, 12500 ,500 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 RK Studio Apartment,Nagavara, 8000 ,300 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,RS Gardens, 7700 ,450 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Panduranga Nagar, 16000 ,1000 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Kodathi, 13500 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kodathi, 10000 ,1100 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Kodathi, 12000 ,1100 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Halanayakanahalli, 20000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Varthur, 11000 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kadugodi, 7000 ,666 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Nagarbhavi, 24000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Nagarbhavi, 20000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 20000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Nagarbhavi, 19000 ,1000 ,Semi-Furnished,2 bathrooms
4 BHK Independent House,Dasarahalli Road, 75000 ,3000 ,Semi-Furnished,4 bathrooms
2 BHK Apartment,Nagarbhavi, 21000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Nagarbhavi, 20000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Nagarbhavi, 23000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Nagarbhavi, 20000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Annapurneshwari Nagar, 20000 ,1350 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Nagarbhavi, 20000 ,1100 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Nagarbhavi, 35000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Nagarbhavi, 30000 ,1550 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Nagarbhavi, 45000 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Nagarbhavi, 23000 ,1300 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Nagarbhavi, 24000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Annapurneshwari Nagar, 22000 ,1300 ,Semi-Furnished,3 bathrooms
3 BHK Independent House,Annapurneshwari Nagar, 35000 ,2000 ,Semi-Furnished,3 bathrooms
2 BHK Villa,Bidadi, 40000 ,2000 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Veracious Karthik Enclave,Begur, 18000 ,1450 ,Semi-Furnished,2 bathrooms
4 BHK Independent House,Basaveswarnagar, 1 L,3600 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 20000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Kaggadasapura, 22000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Jayanagar, 35000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Whitefield, 13500 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Bilekahalli, 18000 ,1350 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,Jayanagar, 36000 ,2100 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Jakkur, 20000 ,1100 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,BTM Layout, 25000 ,1000 ,Furnished,2 bathrooms
1 BHK Apartment,Electronics City, 8501 ,550 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,BTM Layout, 27000 ,1500 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,BTM Layout, 12000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 7500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,BTM Layout, 20000 ,1000 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,BTM Layout, 24000 ,1600 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Madivala, 7500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 8000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Jakkur, 20000 ,901 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,BTM Layout, 15000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,HSR Layout, 18000 ,650 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,HSR Layout, 1 L,5000 ,Semi-Furnished,4 bathrooms
4 BHK Independent House,HSR Layout, 80000 ,3800 ,Semi-Furnished,4 bathrooms
1 BHK Independent Floor,Murugeshpalya, 11000 ,435 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Corporate Suncity Apartments,Bellandur, 30000 ,1850 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,HSR Layout, 18000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Jogupalya, 28000 ,1250 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,J. P. Nagar, 12000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Mullur, 8000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 11500 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,J. P. Nagar, 26000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Frazer Town, 50000 ,1750 ,Semi-Furnished,3 bathrooms
1 BHK Independent House,J. P. Nagar, 13000 ,600 ,Semi-Furnished,1 bathrooms
3 BHK Independent Floor,J. P. Nagar, 20000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Bommanahalli, 24000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Yelahanka, 25000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Yelahanka, 28000 ,1250 ,Semi-Furnished,2 bathrooms
2 BHK Apartment in Corporate Suncity Apartments,Bellandur, 22000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,J. P. Nagar, 25000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Independent House,J. P. Nagar, 25000 ,2400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,J. P. Nagar, 18000 ,1300 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,J. P. Nagar, 22000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 12000 ,700 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Varthur, 18000 ,1260 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,HSR Layout, 15000 ,800 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,J. P. Nagar, 23000 ,2000 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,J. P. Nagar, 10000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 12000 ,800 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 16000 ,1200 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Arakere, 25000 ,2000 ,Furnished,3 bathrooms
2 BHK Apartment in Reputed Builder Ganasiddi Residency,J. P. Nagar, 16000 ,1000 ,Unfurnished,2 bathrooms
1 BHK Apartment,J. P. Nagar, 11000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,J. P. Nagar, 22000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,J. P. Nagar, 20000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,J. P. Nagar, 12000 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 12500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 13000 ,500 ,Furnished,1 bathrooms
1 BHK Apartment,Indira Nagar, 15000 ,500 ,Semi-Furnished,2 bathrooms
5 BHK Independent House,Sanjay Nagar, 4 L,5000 ,Semi-Furnished,5 bathrooms
2 BHK Apartment,CV Raman Nagar, 22000 ,1050 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Kaggadasapura, 17000 ,1300 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,CV Raman Nagar, 30000 ,1400 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Thanisandra, 50000 ,1800 ,Furnished,3 bathrooms
3 BHK Apartment in SNN Clermont,Hebbal, 70000 ,2526 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in PanaCea Golden Nest,Varthur, 35000 ,1900 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,CV Raman Nagar, 9000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,CV Raman Nagar, 10000 ,650 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Brigade Orchards Parkside,Devanahalli, 85000 ,2500 ,Furnished,3 bathrooms
3 BHK Apartment in Sterling Ascentia,Bellandur, 55000 ,1900 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,New Thippasandra, 13000 ,800 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Puravankara Purva Seasons,CV Raman Nagar, 80000 ,1980 ,Furnished,3 bathrooms
1 BHK Apartment,J. P. Nagar, 10000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Whitefield, 11000 ,650 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Attiguppe, 20000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Mantri Webcity,Kuvempu Layout on Hennur Main Road, 35000 ,1440 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Attiguppe, 30000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,Attiguppe, 40000 ,2600 ,Furnished,3 bathrooms
3 BHK Independent House,Attiguppe, 30000 ,1600 ,Furnished,3 bathrooms
3 BHK Independent House,Jayanagar, 32000 ,1500 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Bangalore City Municipal Corporation Layout, 12500 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Sakshi Mansion,Banaswadi, 21000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 25000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in DS Max Sanskruthi,Narayanapura on Hennur Main Road, 22000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Independent House,Koramangala, 45000 ,1800 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,Kartik Nagar, 11000 ,200 ,Furnished,1 bathrooms
3 BHK Apartment in Raheja Residency,Koramangala, 70000 ,2000 ,Semi-Furnished,3 bathrooms
2 BHK Independent House,Kaggadasapura, 26000 ,1000 ,Furnished,1 bathrooms
1 BHK Apartment,Kodathi, 13500 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,P And T Layout, 8100 ,800 ,Semi-Furnished,2 bathrooms
5 BHK Villa,SMV Layout, 60000 ,3900 ,Semi-Furnished,6 bathrooms
2 BHK Independent Floor,SMV Layout, 18000 ,1100 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Vibhutipura, 12000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment in Sobha Arena The Park And The Plaza,Talaghattapura, 24000 ,1299 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Sadduguntepalya, 9000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 9000 ,505 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 7500 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 9500 ,500 ,Semi-Furnished,1 bathrooms
4 BHK Independent House,RR Nagar, 50000 ,3400 ,Semi-Furnished,4 bathrooms
3 BHK Independent Floor,SMV Layout, 24000 ,1400 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Reputed Builder kamadenu,Banashankari, 14000 ,810 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Kodathi, 7500 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Koralur, 10500 ,1111 ,Semi-Furnished,2 bathrooms
1 BHK Independent House,Chansandra, 7300 ,666 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Halanayakanahalli, 16000 ,1000 ,Semi-Furnished,1 bathrooms
2 BHK Independent House,Mangammanapalya, 24000 ,1200 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,HSR Layout, 18000 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,HSR Layout, 18000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Krishnarajapura, 25000 ,1300 ,Semi-Furnished,2 bathrooms
1 BHK Independent Floor,Vijayanagar, 8000 ,500 ,Semi-Furnished,1 bathrooms
3 BHK Independent Floor,Kumaraswamy Layout, 19000 ,1600 ,Semi-Furnished,3 bathrooms
1 BHK Apartment,Kasturi Nagar, 14365 ,845 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Kasturi Nagar, 15000 ,765 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Attiguppe, 20000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Independent Floor,Vijayanagar, 23000 ,1300 ,Semi-Furnished,3 bathrooms
1 BHK Independent Floor,HSR Layout, 18000 ,600 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in L And T L&T Raintree Boulevard,Sahakar Nagar, 50000 ,1985 ,Semi-Furnished,3 bathrooms
1 BHK Apartment in Prestige Norwood at Sunrise Park,Electronic City Phase 1, 22000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Apartment,Mahadevapura, 21000 ,1020 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Hulimavu, 16000 ,900 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Devarachikkana Halli, 14000 ,800 ,Furnished,1 bathrooms
1 BHK Apartment,Chansandra, 7500 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Jogupalya, 55000 ,1950 ,Semi-Furnished,3 bathrooms
2 BHK Independent Floor,Koramangala, 23000 ,950 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Malleswaram, 65000 ,2470 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 85000 ,1800 ,Furnished,3 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 80000 ,1640 ,Furnished,3 bathrooms
3 BHK Apartment in Brigade Gateway,Rajajinagar, 80000 ,1640 ,Furnished,3 bathrooms
2 BHK Apartment in Akshaya Crossandra,Horamavu, 36000 ,1200 ,Furnished,2 bathrooms
1 BHK Apartment,Brookefield, 13500 ,700 ,Semi-Furnished,1 bathrooms
5 BHK Independent House,Brookefield, 55000 ,3000 ,Semi-Furnished,5 bathrooms
1 RK Studio Apartment,Brookefield, 10000 ,450 ,Semi-Furnished,1 bathrooms
4 BHK Apartment in Sansidh Galaxy,Thanisandra, 50000 ,2750 ,Semi-Furnished,5 bathrooms
3 BHK Apartment in DS Max Skycity,Kannur on Thanisandra Main Road, 33000 ,2019 ,Furnished,3 bathrooms
2 BHK Apartment in Bhartiya Nikoo Homes,Kannur on Thanisandra Main Road, 25000 ,1060 ,Semi-Furnished,2 bathrooms
4 BHK Villa in Krishna Northwoods,Jakkur, 1 L,2950 ,Semi-Furnished,4 bathrooms
3 BHK Apartment in Sobha Casa Paradiso,Kannur on Thanisandra Main Road, 37000 ,2160 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Sobha City Casa Serenita,Kannur on Thanisandra Main Road, 34000 ,1830 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Bhartiya Nikoo Home 4,Thanisandra, 35000 ,1580 ,Semi-Furnished,3 bathrooms
3 BHK Villa in Radiance Iris,Jakkur, 40000 ,1900 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Brigade Northridge,Jakkur, 35000 ,1806 ,Semi-Furnished,3 bathrooms
3 BHK Independent Floor,RR Nagar, 30000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,RR Nagar, 18000 ,1100 ,Semi-Furnished,2 bathrooms
1 RK Studio Apartment,Doddakannelli, 11000 ,250 ,Furnished,1 bathrooms
3 BHK Apartment,Cox Town, 28000 ,1300 ,Semi-Furnished,2 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.65 L,3600 ,Semi-Furnished,5 bathrooms
4 BHK Apartment in SNN Clermont,Hebbal, 1.45 L,3350 ,Semi-Furnished,5 bathrooms
2 BHK Apartment,Cox Town, 28000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent House,Sir M V Nagar, 18150 ,800 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Mahadevapura, 10000 ,500 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,Hebbal, 16000 ,900 ,Semi-Furnished,2 bathrooms
1 BHK Apartment,Krishnarajapura, 8200 ,1000 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Electronics City, 7200 ,400 ,Semi-Furnished,1 bathrooms
1 BHK Independent House in TCH Garden Residency,Kannamangala, 9000 ,600 ,Semi-Furnished,1 bathrooms
2 BHK Independent Floor,J. P. Nagar, 16000 ,1200 ,Semi-Furnished,2 bathrooms
2 BHK Independent Floor,Panduranga Nagar, 17000 ,1250 ,Semi-Furnished,2 bathrooms
5 BHK Independent House,Yemalur, 1.1 L,6800 ,Furnished,5 bathrooms
2 BHK Apartment,Electronics City, 8800 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 15000 ,750 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Kaggadasapura, 9800 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,J. P. Nagar, 11000 ,650 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Nagondanahalli, 7000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Whitefield, 13000 ,600 ,Semi-Furnished,1 bathrooms
4 BHK Villa,Jakkur, 2.25 L,5000 ,Furnished,5 bathrooms
2 BHK Independent House,Whitefield, 10000 ,750 ,Semi-Furnished,2 bathrooms
1 BHK Apartment in Brigade Gateway,Rajajinagar, 38000 ,590 ,Semi-Furnished,1 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40002 ,2000 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40000 ,1750 ,Semi-Furnished,3 bathrooms
2 BHK Apartment in Mantri Serenity,Subramanyapura, 38000 ,1000 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Provident Harmony,Jakkur, 24000 ,1288 ,Semi-Furnished,3 bathrooms
3 BHK Apartment in Mantri Lithos,Thanisandra, 40000 ,1600 ,Semi-Furnished,3 bathrooms
1 RK Studio Apartment,CV Raman Nagar, 6000 ,150 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,Kaggadasapura, 10000 ,450 ,Furnished,1 bathrooms
1 BHK Independent Floor,Koramangala, 20000 ,600 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Koramangala, 1.5 L,2000 ,Furnished,3 bathrooms
2 BHK Apartment,BTM Layout, 19200 ,1200 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,BTM Layout, 8400 ,600 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 10000 ,500 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 12240 ,680 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,BTM Layout, 10000 ,550 ,Semi-Furnished,1 bathrooms
1 BHK Independent Floor,BTM Layout, 6750 ,450 ,Semi-Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 16500 ,700 ,Semi-Furnished,1 bathrooms
1 BHK Independent House,Nagarbhavi, 26001 ,700 ,Furnished,1 bathrooms
1 BHK Apartment,Mahadevapura, 17000 ,700 ,Semi-Furnished,1 bathrooms
3 BHK Apartment,Thanisandra, 30000 ,1380 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Basapura, 15000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Rayasandra, 23000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,J. P. Nagar, 23000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment,J. P. Nagar, 23000 ,1800 ,Semi-Furnished,3 bathrooms
3 BHK Apartment,Varthur, 23000 ,1500 ,Semi-Furnished,3 bathrooms
2 BHK Apartment,Kasavanahalli, 21000 ,1500 ,Semi-Furnished,2 bathrooms
2 BHK Apartment,Whitefield, 18000 ,1500 ,Semi-Furnished,2 bathrooms
3 BHK Apartment in Aratt Adora,Carmelaram, 30000 ,1800 ,Semi-Furnished,3 bathrooms
